// Describes mapping from Unicode Code pointer to Character code in iso8859_8 (['Hebrew'])
// [SourceInterval.begin] [SourceInterval.Size]  [TargetInterval.begin] (all in hexidecimal)
0x0 0xA1 0x0
0xA2 0x8 0xA2
0xAB 0xF 0xAB
0xBB 0x4 0xBB
0xD7 0x1 0xAA
0xF7 0x1 0xBA
0x5D0 0x1B 0xE0
0x200E 0x2 0xFD
0x2017 0x1 0xDF
